Standardized_names,naturalized_status,min_record_year_cvh,residence_time_to_2020,prop_type,prop_data_source,chklst_prov_num,bg_num,Height_max_max,Height_max_data_source_tog,Life_form_new,LF_data_source,tip.label,tip.order,match.type,TPL_Family,TPL_New.Genus,TPL_New.Hybrid.marker,TPL_New.Species,TPL_New.Infraspecific.rank,TPL_New.Infraspecific,TPL_New.Authority,TPL_New.ID,TPL_New.Taxonomic.status,TPL_Date,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,biomod2_used_names,hab_suit_prop_min,hab_suit_prop_max,ali_new_status,X1,X2,X3,X4,X5,X6,X7,X8,X9,new_sum.L3.code,new_sum.L2.code,new_sum.L1.code
Genista cinerea,0,NA,NA,1,EGF2,1,0,3,EGF2; enzyklopaedie,3,TPL_Tiplabels_LF_fine,Genista_cinerea,1723,directly matched,Leguminosae,Genista,NA,cinerea,NA,NA,(Vill.) DC.,ild-33423,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genista cinerea,0.000259973,0.008839077,0,1,1,0,0,0,0,0,0,0,5,3,2
Genista germanica,0,NA,NA,1,EGF2,1,1,0.6,EGF2; enzyklopaedie; czerepanov,3,TPL_Tiplabels_LF_fine,Genista_germanica,1728,directly matched,Leguminosae,Genista,NA,germanica,NA,NA,L.,ild-8803,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genista germanica,0,0.002455299,0,1,0,0,0,0,0,0,0,0,20,5,1
Genista hispanica,0,NA,NA,1,DavesGarden/ EGF2,1,0,1.8,EGF2; enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Genista_hispanica,1725,directly matched,Leguminosae,Genista,NA,hispanica,NA,NA,L.,ild-8808,Accepted,2019/3/24 0:00,0,0,0,0,0,0,1,0,0,0,1,Genista hispanica,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1
Genista lydia,0,NA,NA,1,DavesGarden/ EGF2,2,2,2,EGF2; enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Genista_lydia,1730,directly matched,Leguminosae,Genista,NA,lydia,NA,NA,Boiss.,ild-8813,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,6,2,2
Genista pilosa,0,NA,NA,1,DavesGarden/ EGF2,2,2,0.9,EGF2; PLANTATT; enzyklopaedie; czerepanov; DavesGarden,3,TPL_Tiplabels_LF_fine,Genista_pilosa,1724,directly matched,Leguminosae,Genista,NA,pilosa,NA,NA,L.,ild-8821,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Genista pilosa,0,8.67E-05,0,1,0,0,0,0,0,0,0,0,18,5,1
Genista sagittalis,0,NA,NA,NA,DavesGarden,1,1,0.5,EGF2; enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Genista_sagittalis,1729,directly matched,Leguminosae,Genista,NA,sagittalis,NA,NA,L.,ild-9740,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Genista sagittalis,0,0.000722147,0,1,0,1,0,0,0,0,0,0,16,5,2
Genista spachiana,0,NA,NA,NA,DavesGarden,7,8,1.8,DavesGarden,3,TPL_Tiplabels_LF_fine,Genista_spachiana,1726,matched after tpl standardization of phylogeny,Leguminosae,Genista,NA,spachiana,NA,NA,Webb,ild-31916,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Genista tinctoria,0,1930,90,3,DavesGarden/ EGF2,0,0,2,EGF2; PLANTATT; enzyklopaedie; czerepanov; DavesGarden,3,TPL_Tiplabels_LF_fine,Genista_tinctoria,1722,directly matched,Leguminosae,Genista,NA,tinctoria,NA,NA,L.,ild-8832,Accepted,2019/3/24 0:00,0,1,0,0,0,0,1,1,0,0,3,Genista tinctoria,0,0.003726277,0,1,0,1,0,0,0,0,0,0,38,9,2
Genlisea africana,0,NA,NA,3,DavesGarden,0,0,0.3,DavesGarden,2,TPL_Tiplabels_LF_fine,Genlisea_africana,4239,directly matched,Lentibulariaceae,Genlisea,NA,africana,NA,NA,Oliv.,kew-2819768,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,8,4,1
Genlisea pygmaea,0,NA,NA,2,DavesGarden,0,0,0.3,DavesGarden,1,TPL_Tiplabels_LF_fine,Genlisea_pygmaea,4238,directly matched,Lentibulariaceae,Genlisea,NA,pygmaea,NA,NA,A.St.-Hil.,kew-2819793,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,6,3,1
Gentiana acaulis,0,NA,NA,3,DavesGarden/ EGF2,1,0,0.15,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Gentiana_acaulis,5163,directly matched,Gentianaceae,Gentiana,NA,acaulis,NA,NA,L.,kew-2819808,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,1,0,0,2,Gentiana acaulis,0,0.004592854,0,1,0,0,0,0,0,0,0,0,12,4,1
Gentiana autumnalis,0,NA,NA,1,DavesGarden,0,0,0.6,DavesGarden,2,TPL_Tiplabels_LF_fine,Gentiana_autumnalis,5158,species added to genus root,Gentianaceae,Gentiana,NA,autumnalis,NA,NA,L.,kew-2820016,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,7,3,1
Gentiana nipponica,0,1920,100,3,EGF2,2,1,0.2,EGF2; czerepanov,2,TPL_Tiplabels_LF_fine,Gentiana_nipponica,5165,directly matched,Gentianaceae,Gentiana,NA,nipponica,NA,NA,Maxim.,kew-2821027,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Gentiana nipponica,0.02076894,0.03255438,0,0,0,1,0,0,0,0,0,0,4,2,1
Gentiana nivalis,0,NA,NA,3,EGF2,1,1,0.3,EGF2; PLANTATT; czerepanov,2,TPL_Tiplabels_LF_fine,Gentiana_nivalis,5162,directly matched,Gentianaceae,Gentiana,NA,nivalis,NA,NA,L.,kew-2821030,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Gentiana nivalis,0.000144429,0.002859701,0,1,0,1,0,0,0,1,0,0,22,9,3
Gentiana prostrata subsp. nutans,0,NA,NA,NA,DavesGarden,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Gentiana_prostrata_subsp._nutans,5164,matched after tpl standardization of phylogeny,Gentianaceae,Gentiana,NA,prostrata,subsp.,nutans,(Bunge) Halda,kew-2821253,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,3,3,1
Gentianella amarella,0,NA,NA,1,DavesGarden,0,0,0.3,PLANTATT; DavesGarden,1,TPL_Tiplabels_LF_fine,Gentianella_amarella,5159,directly matched,Gentianaceae,Gentianella,NA,amarella,NA,NA,(L.) Harry Sm.,kew-2821885,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Gentianella amarella,0.02634392,0.1212629,0,1,0,1,0,0,0,0,0,0,39,9,2
Gentianopsis stricta,0,NA,NA,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Gentianopsis_stricta,5161,matched after tpl standardization of phylogeny,Gentianaceae,Gentianopsis,NA,stricta,NA,NA,(Klotzsch) Ikonn.,kew-2822459,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Gentianopsis stricta,0.02001791,0.05681851,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geogenanthus poeppigii,0,NA,NA,2,DavesGarden,2,2,0.25,EGF2,2,TPL_Tiplabels_LF_fine,Geogenanthus_poeppigii,8970,directly matched,Commelinaceae,Geogenanthus,NA,poeppigii,NA,NA,(Miq.) Faden,kew-246920,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,3,2,1
Geohintonia mexicana,0,NA,NA,3,DavesGarden,2,1,0.15,DavesGarden,3,TPL_Tiplabels_LF_fine,Geohintonia_mexicana,8156,directly matched,Cactaceae,Geohintonia,NA,mexicana,NA,NA,Glass & W.A.Fitz Maur.,kew-2822570,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Geonoma interrupta,0,NA,NA,1,DavesGarden,2,1,9,DavesGarden,3,TPL_Tiplabels_LF_fine,Geonoma_interrupta,9639,directly matched,Arecaceae,Geonoma,NA,interrupta,NA,NA,(Ruiz & Pav.) Mart.,kew-89405,Accepted,2019/3/24 0:00,1,0,0,0,1,0,1,0,0,0,3,Geonoma interrupta,0,0,0,0,0,0,0,0,0,1,1,0,18,5,2
Geonoma longivaginata,0,NA,NA,NA,DavesGarden,1,1,2.4,DavesGarden,3,TPL_Tiplabels_LF_fine,Geonoma_longivaginata,9640,directly matched,Arecaceae,Geonoma,NA,longivaginata,NA,NA,H.Wendl. ex Spruce,kew-89438,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,3,1,1
Geonoma schottiana,0,NA,NA,NA,DavesGarden,4,4,4.7,DavesGarden,3,TPL_Tiplabels_LF_fine,Geonoma_schottiana,9637,directly matched,Arecaceae,Geonoma,NA,schottiana,NA,NA,Mart.,kew-89542,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geonoma schottiana,0,0.005026142,0,0,0,0,0,0,0,0,1,0,2,1,1
Geonoma undata,0,NA,NA,NA,DavesGarden,1,1,3,DavesGarden,3,TPL_Tiplabels_LF_fine,Geonoma_undata,9638,directly matched,Arecaceae,Geonoma,NA,undata,NA,NA,Klotzsch,kew-89592,Accepted,2019/3/24 0:00,0,0,0,0,0,0,1,0,0,0,1,Geonoma undata,0,2.89E-05,0,0,0,0,0,0,0,1,1,0,17,6,2
Geranium argenteum,0,NA,NA,3,DavesGarden/ EGF2,1,0,0.15,EGF2,2,TPL_Tiplabels_LF_fine,Geranium_argenteum,3212,directly matched,Geraniaceae,Geranium,NA,argenteum,NA,NA,L.,kew-2822845,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,3,2,1
Geranium asphodeloides,0,NA,NA,3,DavesGarden/ EGF2,0,0,0.6,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_asphodeloides,3209,directly matched,Geraniaceae,Geranium,NA,asphodeloides,NA,NA,Burm.f.,kew-2822873,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geranium asphodeloides,0.03671394,0.099974,0,1,0,1,0,0,0,0,0,0,12,4,2
Geranium bohemicum,0,NA,NA,1,DavesGarden,0,0,0.45,czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_bohemicum,3195,directly matched,Geraniaceae,Geranium,NA,bohemicum,NA,NA,L.,kew-2822944,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geranium bohemicum,0,0,0,1,0,1,0,0,0,0,0,0,30,7,2
Geranium carolinianum,1,1926,94,1,DavesGarden,5,6,0.6,DavesGarden,1,TPL_Tiplabels_LF_fine,Geranium_carolinianum,3207,directly matched,Geraniaceae,Geranium,NA,carolinianum,NA,NA,L.,kew-2822997,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Geranium carolinianum,0.2667033,0.3136428,0,0,0,0,0,0,0,1,0,0,52,9,1
Geranium cinereum,0,2000,20,3,DavesGarden/ EGF2,2,1,0.45,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_cinereum,3213,directly matched,Geraniaceae,Geranium,NA,cinereum,NA,NA,Cav.,kew-2823039,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geranium cinereum,0,0.001039891,0,1,0,0,0,0,0,0,0,0,2,1,1
Geranium columbinum,0,NA,NA,NA,DavesGarden,1,1,0.6,PLANTATT,1,TPL_Tiplabels_LF_fine,Geranium_columbinum,3211,directly matched,Geraniaceae,Geranium,NA,columbinum,NA,NA,L.,kew-2823070,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geranium columbinum,0.03971807,0.1023715,0,1,1,1,0,0,0,0,0,0,46,8,3
Geranium dalmaticum,0,NA,NA,3,DavesGarden/ EGF2,2,1,0.25,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_dalmaticum,3218,directly matched,Geraniaceae,Geranium,NA,dalmaticum,NA,NA,(Beck) Rech.f.,kew-2823138,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,2,1,1
Geranium dissectum,1,1908,112,1,DavesGarden,1,1,0.6,PLANTATT; czerepanov; DavesGarden,1,TPL_Tiplabels_LF_fine,Geranium_dissectum,3208,directly matched,Geraniaceae,Geranium,NA,dissectum,NA,NA,L.,kew-2823166,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geranium dissectum,0.1026315,0.176146,0,1,1,1,0,0,0,0,0,0,57,10,3
Geranium endressii,0,NA,NA,3,DavesGarden/ EGF2,2,1,0.7,EGF2; PLANTATT; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_endressii,3202,directly matched,Geraniaceae,Geranium,NA,endressii,NA,NA,J.Gay,kew-2823229,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Geranium endressii,0,5.78E-05,0,1,0,0,0,0,0,0,0,0,1,1,1
Geranium ibericum,0,NA,NA,NA,DavesGarden,1,0,0.6,czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_ibericum,3199,directly matched,Geraniaceae,Geranium,NA,ibericum,NA,NA,Cav.,kew-2823415,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geranium ibericum,0.003784049,0.06152691,0,0,0,1,0,0,0,0,0,0,4,2,1
Geranium macrorrhizum,0,1999,21,3,DavesGarden/ EGF2,1,1,0.6,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_macrorrhizum,3217,directly matched,Geraniaceae,Geranium,NA,macrorrhizum,NA,NA,L.,kew-2823544,Accepted,2019/3/24 0:00,0,1,0,0,0,0,1,1,0,0,3,Geranium macrorrhizum,0.004766169,0.02628614,0,1,0,1,0,0,0,0,0,0,9,4,2
Geranium maculatum,0,1989,31,3,DavesGarden/ EGF2,1,1,0.7,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_maculatum,3201,directly matched,Geraniaceae,Geranium,NA,maculatum,NA,NA,L.,kew-2823548,Accepted,2019/4/8 0:00,0,1,0,0,0,0,0,1,0,0,2,Geranium maculatum,0,0.03812935,0,0,0,0,0,0,0,1,0,0,39,4,1
Geranium maderense,0,NA,NA,3,DavesGarden/ EGF2,0,0,1.5,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_maderense,3220,directly matched,Geraniaceae,Geranium,NA,maderense,NA,NA,Yeo,kew-2823556,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Geranium molle,1,1957,63,3,DavesGarden/ EGF2,0,0,0.4,PLANTATT; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_molle,3210,directly matched,Geraniaceae,Geranium,NA,molle,NA,NA,L.,kew-2823621,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Geranium molle,0.1355036,0.1857939,0,1,1,1,0,0,0,0,0,0,56,10,3
Geranium palmatum,0,NA,NA,3,DavesGarden/ EGF2,1,1,1.2,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_palmatum,3219,directly matched,Geraniaceae,Geranium,NA,palmatum,NA,NA,Cav.,kew-2823748,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Geranium palustre,0,1935,85,3,DavesGarden/ EGF2,1,1,0.6,EGF2; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_palustre,3203,directly matched,Geraniaceae,Geranium,NA,palustre,NA,NA,L.,kew-2823751,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Geranium palustre,0,0.002368641,0,1,0,1,0,0,0,0,0,0,28,8,2
Geranium phaeum,0,NA,NA,3,DavesGarden/ EGF2,1,1,0.9,EGF2; PLANTATT; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_phaeum,3214,directly matched,Geraniaceae,Geranium,NA,phaeum,NA,NA,L.,kew-2823792,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Geranium phaeum,0,0.000115544,0,1,0,0,0,0,0,0,0,0,16,4,1
Geranium platypetalum,0,1904,116,3,DavesGarden/ EGF2,0,0,0.45,EGF2; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_platypetalum,3196,directly matched,Geraniaceae,Geranium,NA,platypetalum,NA,NA,Fisch. & C.A.Mey.,kew-2823825,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,5,3,1
Geranium psilostemon,0,NA,NA,3,DavesGarden/ EGF2,0,0,1.2,EGF2; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_psilostemon,3204,directly matched,Geraniaceae,Geranium,NA,psilostemon,NA,NA,Ledeb.,kew-2823869,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,1,0,0,2,Geranium psilostemon,0,0.000375516,0,0,0,1,0,0,0,0,0,0,3,2,1
Geranium pusillum,1,1957,63,NA,DavesGarden,1,1,0.45,PLANTATT; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_pusillum,3216,directly matched,Geraniaceae,Geranium,NA,pusillum,NA,NA,L.,kew-2823887,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Geranium pusillum,0.02706606,0.07253242,0,1,1,1,1,0,0,0,0,0,54,10,4
Geranium pyrenaicum,0,NA,NA,3,DavesGarden/ EGF2,0,0,0.6,EGF2; PLANTATT; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_pyrenaicum,3215,directly matched,Geraniaceae,Geranium,NA,pyrenaicum,NA,NA,Burm.f.,kew-2823898,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geranium pyrenaicum,0.00181981,0.02305093,0,1,1,1,0,0,0,0,0,0,28,8,3
Geranium renardii,0,NA,NA,3,DavesGarden/ EGF2,0,0,0.45,czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_renardii,3200,directly matched,Geraniaceae,Geranium,NA,renardii,NA,NA,Trautv.,kew-2823948,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2,1,1
Geranium sanguineum,0,NA,NA,3,DavesGarden/ EGF2,2,1,0.45,EGF2; PLANTATT; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_sanguineum,3206,directly matched,Geraniaceae,Geranium,NA,sanguineum,NA,NA,L.,kew-2824000,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,1,0,0,2,Geranium sanguineum,0.000231087,0.00447731,0,1,0,1,0,0,0,0,0,0,36,8,2
Geranium sylvaticum,0,2017,3,3,DavesGarden/ EGF2,2,2,0.9,EGF2; PLANTATT; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_sylvaticum,3205,directly matched,Geraniaceae,Geranium,NA,sylvaticum,NA,NA,L.,kew-2824138,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geranium sylvaticum,0.000288859,0.03555851,0,1,0,1,0,0,0,1,0,0,47,11,3
Geranium tuberosum,0,NA,NA,3,DavesGarden/ EGF2,0,0,0.3,EGF2; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_tuberosum,3197,directly matched,Geraniaceae,Geranium,NA,tuberosum,NA,NA,L.,kew-2824210,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Geranium tuberosum,0.05265894,0.1847252,0,1,1,1,0,0,0,0,0,0,28,9,3
Geranium versicolor,0,NA,NA,3,DavesGarden/ EGF2,0,0,0.6,DavesGarden,2,TPL_Tiplabels_LF_fine,Geranium_versicolor,3198,directly matched,Geraniaceae,Geranium,NA,versicolor,NA,NA,L.,kew-2824250,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geranium versicolor,0.001530951,0.04994367,0,1,0,0,0,0,0,0,0,0,5,1,1
Gerbera aurantiaca,0,NA,NA,NA,NA,0,0,NA,NA,2,TPL_Tiplabels_LF_fine,Gerbera_aurantiaca,5373,species added to genus root,Compositae,Gerbera,NA,aurantiaca,NA,NA,Sch.Bip.,gcc-111472,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,2,1,1
Gerbera jamesonii,0,1951,69,3,DavesGarden/ EGF2,13,12,0.6,EGF2; czerepanov; DavesGarden,2,TPL_Tiplabels_LF_fine,Gerbera_jamesonii,5893,directly matched,Compositae,Gerbera,NA,jamesonii,NA,NA,Bolus ex Hook.f.,gcc-10734,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Gerbera jamesonii,0.04777723,0.07129033,1,0,1,0,0,0,0,0,0,0,2,1,1
Gerbera viridifolia,0,NA,NA,2,EGF2,0,0,NA,NA,2,TPL_Tiplabels_LF_fine,Gerbera_viridifolia,5374,species added to genus root,Compositae,Gerbera,NA,viridifolia,NA,NA,(DC.) Sch.Bip.,gcc-48746,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Gerbera viridifolia,0.0331321,0.04555302,0,0,1,0,0,0,0,0,0,0,21,5,1
Geropogon hybridus,0,NA,NA,NA,NA,1,1,NA,NA,1,TPL_Tiplabels_LF_fine,Geropogon_hybridus,5829,directly matched,Compositae,Geropogon,NA,hybridus,NA,NA,(L.) Sch.Bip.,gcc-77575,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geropogon hybridus,0.0312834,0.06996158,0,1,1,1,0,0,0,0,0,0,33,9,3
Gerrardanthus lobatus,0,NA,NA,3,DavesGarden,1,1,6,DavesGarden,NA,TPL_Tiplabels_LF_fine,Gerrardanthus_lobatus,844,species added to genus root,Cucurbitaceae,Gerrardanthus,NA,lobatus,NA,NA,(Cogn.) C.Jeffrey,kew-2824740,Accepted,2019/3/24 0:00,0,0,0,0,0,0,1,1,0,0,2,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,8,5,1
Gerrardanthus macrorhizus,0,NA,NA,2,DavesGarden,5,4,9,DavesGarden,3,TPL_Tiplabels_LF_fine,Gerrardanthus_macrorhizus,845,directly matched,Cucurbitaceae,Gerrardanthus,NA,macrorhizus,NA,NA,Harv. ex Benth. & Hook.f.,kew-2824741,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,4,2,1
Gesneria cuneifolia,0,NA,NA,3,EGF2,0,0,0.15,EGF2,3,TPL_Tiplabels_LF_fine,Gesneria_cuneifolia,4614,directly matched,Gesneriaceae,Gesneria,NA,cuneifolia,NA,NA,(DC.) Fritsch,kew-2824846,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,1
Gethyllis afra,0,NA,NA,3,DavesGarden,1,0,0.3,DavesGarden,2,TPL_Tiplabels_LF_fine,Gethyllis_afra,11316,directly matched,Amaryllidaceae,Gethyllis,NA,afra,NA,NA,L.,kew-307896,Accepted,2019/4/1 0:00,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Gethyllis ciliaris,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Gethyllis_ciliaris,11317,directly matched,Amaryllidaceae,Gethyllis,NA,ciliaris,NA,NA,(Thunb.) Thunb.,kew-307906,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Gethyllis grandiflora,0,NA,NA,3,DavesGarden,1,0,0.3,DavesGarden,2,TPL_Tiplabels_LF_fine,Gethyllis_grandiflora,11315,directly matched,Amaryllidaceae,Gethyllis,NA,grandiflora,NA,NA,L.Bolus,kew-307910,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Gethyllis spiralis,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Gethyllis_spiralis,11318,directly matched,Amaryllidaceae,Gethyllis,NA,spiralis,NA,NA,(Thunb.) Thunb.,kew-307937,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Gethyllis villosa,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Gethyllis_villosa,11319,directly matched,Amaryllidaceae,Gethyllis,NA,villosa,NA,NA,(Thunb.) Thunb.,kew-307944,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Gethyllis villosa,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
Geum triflorum,0,NA,NA,3,DavesGarden/ EGF2,1,1,0.45,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Geum_triflorum,1171,directly matched,Rosaceae,Geum,NA,triflorum,NA,NA,Pursh,rjp-5602,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Geum triflorum,0.006557093,0.1242381,0,0,0,0,0,0,0,1,0,0,20,8,1
Gevuina avellana,0,NA,NA,3,DavesGarden/ EGF2,1,0,12,DavesGarden,3,TPL_Tiplabels_LF_fine,Gevuina_avellana,8627,directly matched,Proteaceae,Gevuina,NA,avellana,NA,NA,Molina,kew-2825147,Accepted,2019/3/24 0:00,0,1,0,0,1,0,1,1,0,0,4,Gevuina avellana,0.03301655,0.1575147,0,0,0,0,0,0,0,0,1,0,3,1,1
